,location,company,job_title,salary,city
5564,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5565,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5568,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5571,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5572,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5578,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5579,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5580,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5583,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5586,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5587,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5593,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5598,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5601,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5602,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5608,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5609,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5610,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5613,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5616,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5617,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5623,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5624,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5625,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5628,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5631,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5632,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5638,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5639,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5640,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5643,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5646,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5647,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5653,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5654,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5655,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5658,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5661,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5662,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5668,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5673,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5676,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5677,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5683,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5684,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5685,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5688,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5691,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5692,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5698,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5699,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5700,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5703,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5706,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5707,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5713,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5718,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5721,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5722,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5728,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5733,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5736,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5737,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5743,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5748,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5751,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5752,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5758,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5763,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5766,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5767,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5773,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5774,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5775,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5778,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5781,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5782,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5793,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5796,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5797,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5803,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5808,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5811,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5812,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5818,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5819,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5820,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5823,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5826,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5827,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5833,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5838,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5841,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5842,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5848,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5849,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5850,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5853,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5856,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5857,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5863,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5864,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5865,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5868,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5871,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5872,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5878,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5879,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5880,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5883,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5886,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5887,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5893,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5898,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5901,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5902,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5908,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5913,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5916,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5917,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5923,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5924,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5925,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5928,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5931,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5932,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5938,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5943,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5946,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5947,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5953,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5954,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5955,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5958,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5961,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5962,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5968,"Chicago, IL",Smith Hanley Associates,CRM Consultant/Sr. Statistical Analyst,"$75,000 - $95,000 a year",Chicago
5969,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5970,"Chicago, IL",Jobspring Partners,Senior Data Engineer,"$115,000 - $130,000 a year",Chicago
5973,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5976,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5977,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
5983,"Wheaton, IL",Momentum Scientific,QC Laboratory Technician,$16 - $20 an hour,Chicago
5988,"Lombard, IL 60148","Andrews Engineering, Inc.",Civil/ Environmental Engineer,"$50,000 - $65,000 a year",Chicago
5991,"Chicago, IL",Workbridge Associates,"Senior Data Engineer (AWS RedShift, MySQL, Python)","$80,000 - $110,000 a year",Chicago
5992,"Chicago, IL",Request Technology,Data Integration Architect,"$90,000 - $110,000 a year",Chicago
6004,"Redwood, CA",Cloud Big Data Technologies,Data Scientist,$65 - $66 an hour,San+Francisco
6078,"San Francisco, CA 94158 (South Of Market area)",WingWarp Inc.,Video Machine Learning - field position/yard line a camera i...,"$10,000 a month",San+Francisco
6539,"San Mateo County, CA",County of San Mateo,Clinical Laboratory Scientist I/II (Medi...,$39.74 - $52.59 an hour,San+Francisco
6559,"San Mateo County, CA",County of San Mateo,Clinical Laboratory Scientist I/II (Medi...,$39.74 - $52.59 an hour,San+Francisco
6728,"San Francisco, CA",Griffin Advisors,PhD in AI / Machine Learning,"$250,000 - $300,000 a year",San+Francisco
6802,"San Ramon, CA",DONOR NETWORK WEST,Organ Transplant Oversight Coordinator (PC),$24.63 - $35.72 an hour,San+Francisco
6945,"San Francisco, CA","Kennedy Unlimited Inc, Professional Staffing",Predictive Analytics (Machine Learning),"$130,000 - $140,000 a year",San+Francisco
6951,"San Francisco Bay Area, CA",Optimal Asset Management Inc,Quantitative Analyst,"$85,000 - $100,000 a year",San+Francisco
6997,"San Francisco, CA",Intellipro Group Inc.,Data Scientist,"$300,000 a year",San+Francisco
7012,"San Francisco Bay Area, CA",Optimal Asset Management Inc,Quantitative Analyst,"$85,000 - $100,000 a year",San+Francisco
7263,"San Francisco Bay Area, CA",consol partners,Data Scientist,"$170,000 - $185,000 a year",San+Francisco
7336,"San Francisco, CA 94102 (Downtown area)",Aquila,Senior Data Scientist,"$100,000 - $150,000 a year",San+Francisco
7414,"San Francisco, CA",Pentaho a Hitachi Company,Sales Engineer,"$190,000 - $200,000 a year",San+Francisco
7424,"San Francisco, CA",Pentaho a Hitachi Company,Sales Engineer,"$190,000 - $200,000 a year",San+Francisco
7496,New York State,"Quintrix Solutions, Inc","Data Scientist/Statistician (Statistical Modeling, Big Data,...","$135,000 a year",New+York
7525,New York State,"Quintrix Solutions, Inc","Data Scientist/Statistician (Statistical Modeling, Big Data,...","$135,000 a year",New+York
7531,"Queens, NY",DEPT OF HEALTH/MENTAL HYGIENE,"Data Specialist, Bureau of Systems Strengthening and Access",$38.47 - $44.24 an hour,New+York
7540,New York State,"Quintrix Solutions, Inc","Data Scientist/Statistician (Statistical Modeling, Big Data,...","$135,000 a year",New+York
7555,New York State,"Quintrix Solutions, Inc","Data Scientist/Statistician (Statistical Modeling, Big Data,...","$135,000 a year",New+York
7570,New York State,"Quintrix Solutions, Inc","Data Scientist/Statistician (Statistical Modeling, Big Data,...","$135,000 a year",New+York
7581,"Queens, NY",DEPT OF HEALTH/MENTAL HYGIENE,"Scientist, Bureau of Environmental Sciences and Engineering","$59,708 - $65,678 a year",New+York
7585,New York State,"Quintrix Solutions, Inc","Data Scientist/Statistician (Statistical Modeling, Big Data,...","$135,000 a year",New+York
7590,"Queens, NY",DEPT OF HEALTH/MENTAL HYGIENE,"Scientist, Bureau of Environmental Sciences and Engineering","$59,708 - $65,678 a year",New+York
7600,New York State,"Quintrix Solutions, Inc","Data Scientist/Statistician (Statistical Modeling, Big Data,...","$135,000 a year",New+York
7605,"New York, NY",DEPT OF ENVIRONMENT PROTECTION,Climate and Sustainability Analyst,"$59,708 - $72,246 a year",New+York
7611,"New York, NY",DEPT OF HEALTH/MENTAL HYGIENE,"Data Analyst, Bureau of Immunization/Immunization Surveillan...",$38.47 - $47.78 an hour,New+York
